2025-09-20 18:28:03 - ROBOTY.main - INFO - Запуск приложения ROBOTY
2025-09-20 18:28:03 - ROBOTY.main - INFO - Применена тема: light
2025-09-20 18:28:03 - ROBOTY.main - INFO - Интерфейс инициализирован
2025-09-20 18:28:03 - ROBOTY.main - INFO - Приложение успешно запущено
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 24: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 25 (ID: 25) с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.74
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.74
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 25: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 26 (ID: 26) с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.71
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.71
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 26: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 27 (ID: 27) с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.56
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.56
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 27: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 28 (ID: 28) с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.45
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.45
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 28: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 29 (ID: 29) с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.82
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.82
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 29: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 30 (ID: 30) с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:10 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.45
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.45
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 30: траектория содержит 24 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 31 (ID: 31) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 31 (ID: 31) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 31: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 32 (ID: 32) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 32 (ID: 32) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 32: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 33 (ID: 33) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 33 (ID: 33) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 33: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 34 (ID: 34) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 34 (ID: 34) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 34: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 35 (ID: 35) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 35 (ID: 35) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 35: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 36 (ID: 36) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 36 (ID: 36) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 36: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 37 (ID: 37) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 37 (ID: 37) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 37: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 38 (ID: 38) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 38 (ID: 38) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 38: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 39 (ID: 39) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 39 (ID: 39) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 39: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 40 (ID: 40) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 40 (ID: 40) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 40: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 41 (ID: 41) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 41 (ID: 41) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 41: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 42 (ID: 42) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 42 (ID: 42) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 42: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 43 (ID: 43) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 43 (ID: 43) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 43: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 44 (ID: 44) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 44 (ID: 44) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 44: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 45 (ID: 45) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 45 (ID: 45) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 45: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 46 (ID: 46) с 0 операциями
